,팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,시간차_성공률,이동_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,범실_범실,포지션,득점점유율,스타팅멤버
2,IBK기업은행,2019-10-30,0,김수지,55.56,100.0,0.0,100.0,0.0,20.0,0.0,0.0,2,C,0.17142857142857143,1
3,IBK기업은행,2019-10-30,0,김희진,16.67,11.11,100.0,0.0,0.0,0.0,16.67,0.0,3,R,0.08571428571428572,1
5,IBK기업은행,2019-10-30,0,김주향,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.05714285714285714,1
7,IBK기업은행,2019-10-30,0,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.02857142857142857,1
9,IBK기업은행,2019-10-30,0,백목화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-10-31,0,테일러,33.33,30.43,0.0,0.0,36.36,0.0,36.36,0.0,5,L,0.4,1
1,한국도로공사,2019-10-31,0,박정아,23.81,13.64,0.0,0.0,33.33,0.0,38.46,0.0,5,L,0.3,1
2,한국도로공사,2019-10-31,0,정대영,22.22,0.0,50.0,0.0,0.0,25.0,0.0,0.0,2,C,0.1,1
3,한국도로공사,2019-10-31,0,문정원,12.5,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3,R,0.1,1
4,한국도로공사,2019-10-31,0,이원정,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.67,0,S,0.1,0
8,한국도로공사,2019-10-31,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-10-31,1,양효진,54.17,37.5,0.0,0.0,0.0,87.5,0.0,0.0,2,C,0.26785714285714285,1
1,현대건설,2019-10-31,1,마야,46.43,52.94,0.0,0.0,33.33,0.0,50.0,0.33,5,R,0.25,1
2,현대건설,2019-10-31,1,고예림,40.91,29.41,0.0,0.0,0.0,0.0,80.0,0.0,0,L,0.16071428571428573,1
3,현대건설,2019-10-31,1,황민경,28.0,18.75,0.0,0.0,0.0,0.0,44.44,0.33,3,L,0.14285714285714285,1
4,현대건설,2019-10-31,1,정지윤,25.0,28.57,0.0,0.0,0.0,0.0,0.0,0.67,1,C,0.08928571428571429,1
5,현대건설,2019-10-31,1,이다영,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.67,3,S,0.08928571428571429,1
6,현대건설,2019-10-31,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-11-02,0,디우프,48.57,36.84,0.0,0.0,69.23,0.0,33.33,0.5,4,R,0.5373134328358209,1
1,KGC인삼공사,2019-11-02,0,최은지,41.18,41.67,100.0,0.0,0.0,0.0,40.0,0.25,5,L,0.22388059701492538,1
2,KGC인삼공사,2019-11-02,0,박은진,38.46,50.0,0.0,0.0,0.0,28.57,0.0,0.5,2,C,0.16417910447761194,1
3,KGC인삼공사,2019-11-02,0,한송이,25.0,66.67,0.0,0.0,0.0,0.0,0.0,0.25,2,C,0.04477611940298507,1
6,KGC인삼공사,2019-11-02,0,채선아,10.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,2,L,0.014925373134328358,1
7,KGC인삼공사,2019-11-02,0,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.014925373134328358,1
10,KGC인삼공사,2019-11-02,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
11,KGC인삼공사,2019-11-02,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2019-11-02,1,러츠,54.9,48.48,100.0,0.0,63.64,0.0,66.67,0.25,1,R,0.4050632911392405,1
1,GS칼텍스,2019-11-02,1,강소휘,33.33,26.09,0.0,0.0,33.33,0.0,60.0,0.75,6,L,0.22784810126582278,1
2,GS칼텍스,2019-11-02,1,이소영,53.33,50.0,50.0,0.0,0.0,0.0,57.14,0.5,3,L,0.22784810126582278,1
3,GS칼텍스,2019-11-02,1,김유리,66.67,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.06329113924050633,1
4,GS칼텍스,2019-11-02,1,한수지,66.67,100.0,0.0,0.0,0.0,0.0,100.0,0.0,2,C,0.06329113924050633,1
5,GS칼텍스,2019-11-02,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.012658227848101266,1
7,GS칼텍스,2019-11-02,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
9,GS칼텍스,2019-11-02,1,이현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
10,GS칼텍스,2019-11-02,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,GS칼텍스,2019-11-02,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,현대건설,2019-11-03,1,양효진,48.39,47.83,100.0,0.0,0.0,42.86,0.0,1.25,5,C,0.3013698630136986,1
1,현대건설,2019-11-03,1,마야,41.46,42.11,0.0,0.0,36.84,0.0,66.67,0.25,3,R,0.2465753424657534,1
2,현대건설,2019-11-03,1,정지윤,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,1,C,0.1643835616438356,1
3,현대건설,2019-11-03,1,이다영,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.5,5,S,0.136986301369863,1
4,현대건설,2019-11-03,1,황민경,58.33,33.33,0.0,0.0,0.0,0.0,83.33,0.25,2,L,0.1095890410958904,1
5,현대건설,2019-11-03,1,고예림,16.67,11.11,0.0,0.0,0.0,0.0,50.0,0.0,1,L,0.0273972602739726,1
6,현대건설,2019-11-03,1,이다현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0136986301369863,0
8,현대건설,2019-11-03,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,현대건설,2019-11-03,1,이영주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,IBK기업은행,2019-11-03,0,어나이,45.45,42.86,0.0,0.0,40.0,0.0,62.5,0.25,7,L,0.36666666666666664,1
1,IBK기업은행,2019-11-03,0,김희진,40.48,30.43,50.0,0.0,60.0,0.0,42.86,0.25,9,R,0.3,1
2,IBK기업은행,2019-11-03,0,표승주,34.62,25.0,0.0,0.0,0.0,0.0,55.56,0.0,2,L,0.15,1
3,IBK기업은행,2019-11-03,0,김수지,60.0,50.0,0.0,50.0,0.0,100.0,0.0,0.25,1,C,0.08333333333333333,1
4,IBK기업은행,2019-11-03,0,김주향,25.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,3,L,0.05,1
5,IBK기업은행,2019-11-03,0,이나연,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.25,1,S,0.05,1
10,IBK기업은행,2019-11-03,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-11-05,0,하혜진,38.64,31.25,100.0,0.0,0.0,50.0,40.0,0.4,4,L,0.26582278481012656,1
1,한국도로공사,2019-11-05,0,박정아,34.15,9.52,0.0,0.0,16.67,0.0,78.57,0.0,7,L,0.22784810126582278,1
2,한국도로공사,2019-11-05,0,정대영,36.0,44.44,0.0,33.33,0.0,33.33,0.0,0.2,1,C,0.20253164556962025,1
3,한국도로공사,2019-11-05,0,테일러,25.93,21.95,0.0,0.0,20.0,0.0,50.0,0.0,5,L,0.189873417721519,1
4,한국도로공사,2019-11-05,0,문정원,42.86,28.57,33.33,100.0,0.0,0.0,66.67,0.2,4,R,0.10126582278481013,1
5,한국도로공사,2019-11-05,0,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,S,0.012658227848101266,1
7,한국도로공사,2019-11-05,0,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
8,한국도로공사,2019-11-05,0,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
9,한국도로공사,2019-11-05,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,한국도로공사,2019-11-05,0,전새얀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,KGC인삼공사,2019-11-05,1,디우프,38.38,43.33,0.0,0.0,26.92,0.0,38.46,0.4,8,R,0.5063291139240507,1
1,KGC인삼공사,2019-11-05,1,최은지,35.29,31.25,0.0,0.0,33.33,0.0,40.0,0.2,6,L,0.20253164556962025,1
2,KGC인삼공사,2019-11-05,1,박은진,45.45,50.0,0.0,50.0,0.0,33.33,0.0,0.4,2,C,0.12658227848101267,1
3,KGC인삼공사,2019-11-05,1,한송이,47.06,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2,C,0.11392405063291139,1
4,KGC인삼공사,2019-11-05,1,채선아,14.29,0.0,0.0,0.0,0.0,0.0,66.67,0.0,2,L,0.0379746835443038,1
6,KGC인삼공사,2019-11-05,1,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3,S,0.012658227848101266,1
8,KGC인삼공사,2019-11-05,1,나현수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
9,KGC인삼공사,2019-11-05,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,KGC인삼공사,2019-11-05,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,KGC인삼공사,2019-11-05,1,정호영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,GS칼텍스,2019-11-06,1,러츠,36.0,33.33,0.0,0.0,50.0,0.0,0.0,0.5,7,R,0.35714285714285715,1
1,GS칼텍스,2019-11-06,1,강소휘,43.33,50.0,0.0,0.0,0.0,0.0,30.0,0.5,1,L,0.22857142857142856,1
2,GS칼텍스,2019-11-06,1,이소영,45.83,25.0,100.0,0.0,100.0,0.0,60.0,0.25,2,L,0.2,1
3,GS칼텍스,2019-11-06,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3,S,0.08571428571428572,1
4,GS칼텍스,2019-11-06,1,한수지,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5,1,C,0.08571428571428572,1
5,GS칼텍스,2019-11-06,1,김유리,28.57,0.0,0.0,50.0,0.0,25.0,0.0,0.0,1,C,0.02857142857142857,1
6,GS칼텍스,2019-11-06,1,이현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,S,0.014285714285714285,0
7,GS칼텍스,2019-11-06,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
8,GS칼텍스,2019-11-06,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-11-06,0,마야,18.6,15.0,0.0,0.0,33.33,0.0,0.0,0.75,9,R,0.23529411764705882,1
1,현대건설,2019-11-06,0,황민경,36.36,28.57,0.0,0.0,0.0,0.0,57.14,0.5,5,L,0.19607843137254902,1
2,현대건설,2019-11-06,0,고예림,47.62,50.0,0.0,0.0,0.0,0.0,44.44,0.0,7,L,0.19607843137254902,1
3,현대건설,2019-11-06,0,양효진,45.0,60.0,0.0,0.0,0.0,33.33,0.0,0.0,4,C,0.19607843137254902,1
5,현대건설,2019-11-06,0,정지윤,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.5,2,C,0.11764705882352941,1
6,현대건설,2019-11-06,0,이다영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3,S,0.058823529411764705,1
8,현대건설,2019-11-06,0,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2019-11-07,0,어나이,30.3,33.33,50.0,0.0,17.65,0.0,35.71,0.0,9,L,0.45454545454545453,1
1,IBK기업은행,2019-11-07,0,표승주,25.0,22.22,50.0,0.0,0.0,0.0,28.57,0.0,2,L,0.20454545454545456,1
2,IBK기업은행,2019-11-07,0,김수지,7.14,20.0,0.0,0.0,0.0,0.0,0.0,0.25,2,C,0.1590909090909091,1
3,IBK기업은행,2019-11-07,0,김현지,30.0,0.0,0.0,66.67,0.0,33.33,0.0,0.0,3,C,0.09090909090909091,1
4,IBK기업은행,2019-11-07,0,김희진,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3,R,0.06818181818181818,1
6,IBK기업은행,2019-11-07,0,김하경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.022727272727272728,0
8,IBK기업은행,2019-11-07,0,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
9,IBK기업은행,2019-11-07,0,김해빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,IBK기업은행,2019-11-07,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-11-07,1,이재영,40.68,28.13,100.0,0.0,44.44,0.0,58.82,0.25,10,L,0.37681159420289856,1
1,흥국생명,2019-11-07,1,루시아,30.77,31.03,0.0,0.0,37.5,0.0,0.0,0.0,3,R,0.18840579710144928,1
2,흥국생명,2019-11-07,1,김세영,30.0,20.0,50.0,0.0,0.0,30.77,0.0,0.0,2,C,0.15942028985507245,1
3,흥국생명,2019-11-07,1,김미연,21.43,11.76,66.67,0.0,0.0,0.0,0.0,0.75,6,R,0.13043478260869565,1
4,흥국생명,2019-11-07,1,이주아,50.0,0.0,0.0,50.0,0.0,66.67,0.0,0.5,1,C,0.13043478260869565,1
5,흥국생명,2019-11-07,1,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.014492753623188406,1
7,흥국생명,2019-11-07,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,흥국생명,2019-11-07,1,박현주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,한국도로공사,2019-11-09,0,하혜진,38.1,18.75,100.0,0.0,56.25,100.0,14.29,0.33,3,L,0.4,1
1,한국도로공사,2019-11-09,0,유서연,20.69,5.0,0.0,0.0,0.0,0.0,55.56,0.33,4,L,0.2,1
2,한국도로공사,2019-11-09,0,전새얀,30.77,25.0,100.0,0.0,0.0,0.0,40.0,0.0,4,L,0.17777777777777778,1
3,한국도로공사,2019-11-09,0,박정아,20.83,20.0,40.0,0.0,0.0,0.0,20.0,0.0,4,L,0.13333333333333333,1
4,한국도로공사,2019-11-09,0,정대영,14.29,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.044444444444444446,1
5,한국도로공사,2019-11-09,0,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,S,0.044444444444444446,1
8,한국도로공사,2019-11-09,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-11-09,1,마야,48.57,62.5,0.0,0.0,37.5,0.0,33.33,0.0,5,R,0.4,1
1,현대건설,2019-11-09,1,양효진,32.14,23.81,0.0,0.0,0.0,57.14,0.0,0.0,6,C,0.24,1
2,현대건설,2019-11-09,1,황민경,30.43,17.65,100.0,0.0,0.0,0.0,60.0,0.33,2,L,0.16,1
3,현대건설,2019-11-09,1,고예림,30.0,11.11,0.0,0.0,0.0,0.0,45.45,0.33,4,L,0.16,1
5,현대건설,2019-11-09,1,이다영,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,5,S,0.04,1
8,현대건설,2019-11-09,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-11-10,1,이재영,61.76,58.82,100.0,0.0,50.0,0.0,60.0,0.33,4,L,0.47368421052631576,1
1,흥국생명,2019-11-10,1,김미연,47.06,25.0,100.0,0.0,0.0,0.0,60.0,0.67,3,R,0.17543859649122806,1
2,흥국생명,2019-11-10,1,루시아,36.84,40.0,0.0,0.0,25.0,0.0,50.0,0.0,2,R,0.12280701754385964,1
3,흥국생명,2019-11-10,1,김세영,60.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,1,C,0.12280701754385964,1
4,흥국생명,2019-11-10,1,이주아,33.33,0.0,0.0,50.0,0.0,25.0,0.0,0.0,1,C,0.05263157894736842,1
5,흥국생명,2019-11-10,1,조송화,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.05263157894736842,1
8,흥국생명,2019-11-10,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,흥국생명,2019-11-10,1,박현주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,L,0.0,0
10,흥국생명,2019-11-10,1,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,IBK기업은행,2019-11-10,0,김주향,54.55,41.67,0.0,0.0,0.0,0.0,70.0,0.0,2,L,0.35294117647058826,0
1,IBK기업은행,2019-11-10,0,어나이,36.0,44.44,50.0,0.0,28.57,0.0,28.57,0.0,1,L,0.3235294117647059,1
2,IBK기업은행,2019-11-10,0,김수지,55.56,40.0,0.0,100.0,0.0,50.0,0.0,0.0,2,C,0.20588235294117646,1
3,IBK기업은행,2019-11-10,0,문지윤,22.22,22.22,0.0,0.0,0.0,0.0,22.22,0.0,5,R,0.11764705882352941,1
10,IBK기업은행,2019-11-10,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-11-12,1,디우프,44.78,43.9,0.0,0.0,45.45,0.0,50.0,0.0,7,R,0.39080459770114945,1
1,KGC인삼공사,2019-11-12,1,최은지,48.65,50.0,0.0,0.0,50.0,0.0,50.0,0.2,3,L,0.22988505747126436,1
2,KGC인삼공사,2019-11-12,1,한송이,60.0,57.14,50.0,0.0,0.0,100.0,0.0,0.2,0,C,0.12643678160919541,1
3,KGC인삼공사,2019-11-12,1,지민경,27.27,12.5,0.0,0.0,0.0,0.0,41.18,0.2,3,L,0.11494252873563218,1
4,KGC인삼공사,2019-11-12,1,박은진,30.77,40.0,0.0,50.0,0.0,16.67,0.0,0.4,3,C,0.08045977011494253,1
5,KGC인삼공사,2019-11-12,1,염혜선,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.2,0,S,0.05747126436781609,1
8,KGC인삼공사,2019-11-12,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,KGC인삼공사,2019-11-12,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-11-12,0,박정아,33.33,26.92,100.0,0.0,23.53,0.0,50.0,0.2,2,L,0.28169014084507044,1
1,한국도로공사,2019-11-12,0,하혜진,28.0,13.64,0.0,0.0,100.0,0.0,29.17,0.0,6,L,0.19718309859154928,1
2,한국도로공사,2019-11-12,0,문정원,42.86,33.33,100.0,100.0,25.0,0.0,40.0,0.0,5,R,0.16901408450704225,1
3,한국도로공사,2019-11-12,0,정대영,19.05,0.0,50.0,0.0,0.0,37.5,0.0,0.0,3,C,0.11267605633802817,1
4,한국도로공사,2019-11-12,0,최민지,46.15,20.0,0.0,0.0,0.0,62.5,0.0,0.0,3,C,0.11267605633802817,1
5,한국도로공사,2019-11-12,0,이효희,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.2,2,S,0.056338028169014086,1
6,한국도로공사,2019-11-12,0,전새얀,25.0,33.33,0.0,0.0,0.0,0.0,20.0,0.33,0,L,0.04225352112676056,0
7,한국도로공사,2019-11-12,0,유서연,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,L,0.028169014084507043,0
10,한국도로공사,2019-11-12,0,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
11,한국도로공사,2019-11-12,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-11-13,1,양효진,52.27,48.39,0.0,0.0,0.0,61.54,0.0,0.0,4,C,0.32558139534883723,1
1,현대건설,2019-11-13,1,황민경,56.52,50.0,100.0,0.0,0.0,0.0,62.5,0.4,2,L,0.1744186046511628,1
2,현대건설,2019-11-13,1,고예림,30.77,27.27,100.0,0.0,0.0,0.0,28.57,0.4,3,L,0.12790697674418605,1
3,현대건설,2019-11-13,1,이다현,35.29,20.0,0.0,50.0,0.0,33.33,0.0,0.4,4,C,0.12790697674418605,1
4,현대건설,2019-11-13,1,황연주,34.62,42.86,0.0,0.0,25.0,0.0,42.86,0.0,5,R,0.10465116279069768,0
5,현대건설,2019-11-13,1,정지윤,40.0,36.36,0.0,0.0,0.0,66.67,0.0,0.0,1,C,0.08139534883720931,0
6,현대건설,2019-11-13,1,마야,21.43,50.0,0.0,0.0,0.0,0.0,66.67,0.0,3,R,0.03488372093023256,1
7,현대건설,2019-11-13,1,이다영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4,S,0.023255813953488372,1
9,현대건설,2019-11-13,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-11-13,0,루시아,38.33,34.21,100.0,0.0,50.0,0.0,28.57,0.2,3,R,0.3472222222222222,1
1,흥국생명,2019-11-13,0,이재영,30.0,26.92,0.0,0.0,16.67,0.0,41.18,0.0,8,L,0.2638888888888889,1
2,흥국생명,2019-11-13,0,김미연,36.36,41.18,33.33,0.0,50.0,0.0,27.27,0.6,3,R,0.2222222222222222,1
3,흥국생명,2019-11-13,0,김세영,22.22,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.06944444444444445,1
4,흥국생명,2019-11-13,0,이주아,25.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,2,C,0.041666666666666664,1
5,흥국생명,2019-11-13,0,김채연,66.67,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0,C,0.041666666666666664,0
6,흥국생명,2019-11-13,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.013888888888888888,1
8,흥국생명,2019-11-13,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,흥국생명,2019-11-13,0,박현주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,흥국생명,2019-11-13,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,IBK기업은행,2019-11-14,0,어나이,36.36,32.26,0.0,0.0,35.71,0.0,55.56,0.6,7,L,0.2987012987012987,1
1,IBK기업은행,2019-11-14,0,김주향,30.61,30.3,0.0,0.0,0.0,0.0,33.33,0.0,8,L,0.22077922077922077,1
2,IBK기업은행,2019-11-14,0,김수지,61.54,40.0,0.0,100.0,0.0,50.0,0.0,0.0,3,C,0.22077922077922077,1
3,IBK기업은행,2019-11-14,0,김희진,38.46,37.5,0.0,100.0,0.0,0.0,50.0,0.6,3,R,0.1038961038961039,1
4,IBK기업은행,2019-11-14,0,백목화,46.15,0.0,50.0,0.0,0.0,0.0,55.56,0.5,1,L,0.1038961038961039,0
5,IBK기업은행,2019-11-14,0,육서영,9.09,0.0,0.0,0.0,0.0,0.0,33.33,0.0,3,L,0.03896103896103896,1
6,IBK기업은행,2019-11-14,0,이나연,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.012987012987012988,0
7,IBK기업은행,2019-11-14,0,김하경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
8,IBK기업은행,2019-11-14,0,김해빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,IBK기업은행,2019-11-14,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2019-11-14,1,러츠,32.14,34.21,0.0,0.0,33.33,0.0,16.67,0.0,5,R,0.29577464788732394,1
1,GS칼텍스,2019-11-14,1,이소영,55.17,56.25,0.0,0.0,100.0,0.0,50.0,0.6,6,L,0.2676056338028169,1
2,GS칼텍스,2019-11-14,1,강소휘,28.57,16.0,100.0,0.0,0.0,0.0,46.67,0.0,6,L,0.19718309859154928,1
3,GS칼텍스,2019-11-14,1,김유리,30.0,50.0,0.0,0.0,0.0,28.57,0.0,0.4,2,C,0.14084507042253522,1
4,GS칼텍스,2019-11-14,1,한수지,16.67,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0,C,0.056338028169014086,1
5,GS칼텍스,2019-11-14,1,안혜진,66.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.028169014084507043,0
6,GS칼텍스,2019-11-14,1,이현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,S,0.014084507042253521,0
10,GS칼텍스,2019-11-14,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
11,GS칼텍스,2019-11-14,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
12,GS칼텍스,2019-11-14,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,현대건설,2019-11-16,1,양효진,38.3,40.0,100.0,0.0,0.0,26.67,0.0,0.0,5,C,0.3157894736842105,1
1,현대건설,2019-11-16,1,황민경,55.56,37.5,100.0,0.0,0.0,0.0,61.11,0.25,3,L,0.21052631578947367,1
2,현대건설,2019-11-16,1,마야,36.67,38.46,0.0,0.0,35.71,0.0,33.33,0.5,5,R,0.17105263157894737,1
3,현대건설,2019-11-16,1,정지윤,44.0,42.11,0.0,0.0,0.0,60.0,0.0,0.0,3,C,0.15789473684210525,1
4,현대건설,2019-11-16,1,고예림,21.05,14.29,0.0,0.0,0.0,0.0,40.0,0.0,2,L,0.06578947368421052,1
5,현대건설,2019-11-16,1,이다영,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.06578947368421052,1
8,현대건설,2019-11-16,1,고유민,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,L,0.013157894736842105,0
9,현대건설,2019-11-16,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-11-16,0,디우프,31.82,34.21,0.0,0.0,26.09,0.0,40.0,0.0,5,R,0.359375,1
1,KGC인삼공사,2019-11-16,0,지민경,37.5,40.0,0.0,0.0,0.0,0.0,25.0,0.25,2,L,0.1875,1
2,KGC인삼공사,2019-11-16,0,한송이,52.94,66.67,50.0,50.0,0.0,25.0,0.0,0.25,1,C,0.1875,1
3,KGC인삼공사,2019-11-16,0,박은진,30.0,33.33,0.0,40.0,0.0,0.0,0.0,0.5,2,C,0.140625,1
4,KGC인삼공사,2019-11-16,0,최은지,22.86,9.52,0.0,0.0,0.0,0.0,42.86,0.0,5,L,0.125,1
5,KGC인삼공사,2019-11-16,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
6,KGC인삼공사,2019-11-16,0,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
7,KGC인삼공사,2019-11-16,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
8,KGC인삼공사,2019-11-16,0,채선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
