,팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,시간차_성공률,이동_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,범실_범실,포지션,득점점유율,스타팅멤버
5,한국도로공사,2019-03-21,0,전새얀,14.29,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1,L,0.030303030303030304,0
6,한국도로공사,2019-03-21,0,이원정,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.030303030303030304,1
8,한국도로공사,2019-03-21,0,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,한국도로공사,2019-03-21,0,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
10,한국도로공사,2019-03-21,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-03-23,0,이재영,40.91,27.78,0.0,0.0,77.78,0.0,46.15,0.67,7,L,0.42857142857142855,1
1,흥국생명,2019-03-23,0,톰시아,36.11,38.1,0.0,0.0,27.27,0.0,50.0,0.0,4,R,0.2653061224489796,1
2,흥국생명,2019-03-23,0,이주아,42.86,25.0,100.0,50.0,0.0,33.33,0.0,0.0,1,C,0.14285714285714285,1
3,흥국생명,2019-03-23,0,김세영,30.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.10204081632653061,1
4,흥국생명,2019-03-23,0,신연경,20.0,22.22,0.0,0.0,0.0,0.0,0.0,0.33,2,L,0.061224489795918366,0
8,흥국생명,2019-03-23,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,흥국생명,2019-03-23,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
0,한국도로공사,2019-03-23,1,파튜,45.0,43.48,0.0,0.0,40.0,0.0,50.0,0.33,3,R,0.3508771929824561,1
1,한국도로공사,2019-03-23,1,박정아,38.89,47.37,0.0,0.0,0.0,0.0,38.46,1.0,3,L,0.2982456140350877,1
2,한국도로공사,2019-03-23,1,정대영,31.82,12.5,0.0,50.0,0.0,40.0,0.0,0.0,2,C,0.15789473684210525,1
3,한국도로공사,2019-03-23,1,배유나,44.44,50.0,0.0,33.33,0.0,50.0,0.0,0.0,0,C,0.14035087719298245,1
4,한국도로공사,2019-03-23,1,문정원,22.22,16.67,0.0,0.0,0.0,0.0,50.0,0.33,0,R,0.05263157894736842,1
5,한국도로공사,2019-03-23,1,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,L,0.0,0
6,한국도로공사,2019-03-23,1,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
7,한국도로공사,2019-03-23,1,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,1
8,한국도로공사,2019-03-23,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-03-25,1,파튜,40.79,39.34,100.0,0.0,0.0,0.0,83.33,0.0,7,R,0.36046511627906974,1
1,한국도로공사,2019-03-25,1,박정아,50.0,48.39,0.0,0.0,42.86,0.0,60.0,0.0,4,L,0.32558139534883723,1
2,한국도로공사,2019-03-25,1,정대영,47.06,20.0,0.0,55.56,0.0,66.67,0.0,0.0,1,C,0.11627906976744186,1
3,한국도로공사,2019-03-25,1,배유나,43.75,25.0,0.0,50.0,0.0,66.67,0.0,0.0,1,C,0.10465116279069768,1
4,한국도로공사,2019-03-25,1,문정원,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.6,4,R,0.05813953488372093,1
5,한국도로공사,2019-03-25,1,유서연,28.57,33.33,0.0,0.0,0.0,0.0,0.0,0.0,2,L,0.023255813953488372,0
6,한국도로공사,2019-03-25,1,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.011627906976744186,0
7,한국도로공사,2019-03-25,1,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
8,한국도로공사,2019-03-25,1,전새얀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,한국도로공사,2019-03-25,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-03-25,0,이재영,39.24,44.0,75.0,0.0,9.09,0.0,35.71,0.2,6,L,0.40963855421686746,1
1,흥국생명,2019-03-25,0,톰시아,47.22,54.55,0.0,0.0,33.33,0.0,50.0,0.0,3,R,0.2289156626506024,1
2,흥국생명,2019-03-25,0,김미연,20.51,24.0,100.0,0.0,0.0,0.0,8.33,0.2,2,L,0.12048192771084337,1
3,흥국생명,2019-03-25,0,김나희,43.75,50.0,0.0,42.86,0.0,50.0,0.0,0.2,2,C,0.0963855421686747,1
4,흥국생명,2019-03-25,0,김세영,37.5,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,C,0.060240963855421686,1
5,흥국생명,2019-03-25,0,이주아,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0,C,0.04819277108433735,0
6,흥국생명,2019-03-25,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.03614457831325301,1
10,흥국생명,2019-03-25,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,흥국생명,2019-03-25,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
12,흥국생명,2019-03-25,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,한국도로공사,2019-03-27,1,박정아,39.66,34.48,0.0,0.0,25.0,0.0,48.0,0.0,5,L,0.3,1
1,한국도로공사,2019-03-27,1,파튜,35.09,38.64,0.0,0.0,22.22,0.0,33.33,0.0,2,R,0.3,1
2,한국도로공사,2019-03-27,1,배유나,48.0,62.5,0.0,30.0,0.0,57.14,0.0,0.0,5,C,0.2,1
3,한국도로공사,2019-03-27,1,정대영,38.46,16.67,0.0,100.0,0.0,50.0,0.0,0.25,0,C,0.1,1
4,한국도로공사,2019-03-27,1,문정원,44.44,28.57,100.0,0.0,100.0,0.0,0.0,0.75,1,R,0.0875,1
5,한국도로공사,2019-03-27,1,이효희,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0125,1
6,한국도로공사,2019-03-27,1,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
7,한국도로공사,2019-03-27,1,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
8,한국도로공사,2019-03-27,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-03-27,0,톰시아,42.62,40.54,0.0,0.0,43.75,0.0,57.14,0.0,6,R,0.37037037037037035,1
1,흥국생명,2019-03-27,0,이재영,35.8,33.33,75.0,0.0,41.67,0.0,31.58,0.0,7,L,0.35802469135802467,1
2,흥국생명,2019-03-27,0,김미연,36.36,33.33,0.0,0.0,0.0,0.0,41.67,0.25,3,L,0.1728395061728395,1
3,흥국생명,2019-03-27,0,김세영,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.07407407407407407,1
4,흥국생명,2019-03-27,0,김나희,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,C,0.012345679012345678,1
5,흥국생명,2019-03-27,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,S,0.012345679012345678,1
6,흥국생명,2019-03-27,0,이주아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
8,흥국생명,2019-03-27,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,흥국생명,2019-03-27,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,흥국생명,2019-03-27,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,흥국생명,2019-10-19,1,이재영,58.49,63.64,0.0,0.0,46.15,0.0,68.75,0.25,4,L,0.44594594594594594,1
1,흥국생명,2019-10-19,1,루시아,32.56,28.57,0.0,0.0,50.0,0.0,50.0,0.0,7,R,0.1891891891891892,1
2,흥국생명,2019-10-19,1,김미연,29.03,27.27,0.0,0.0,100.0,0.0,25.0,0.75,3,R,0.16216216216216217,1
3,흥국생명,2019-10-19,1,이주아,41.67,0.0,0.0,100.0,0.0,33.33,0.0,0.0,2,C,0.12162162162162163,1
4,흥국생명,2019-10-19,1,김세영,45.45,50.0,0.0,0.0,0.0,44.44,0.0,0.0,1,C,0.06756756756756757,1
6,흥국생명,2019-10-19,1,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.013513513513513514,1
8,흥국생명,2019-10-19,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,흥국생명,2019-10-19,1,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,한국도로공사,2019-10-19,0,박정아,27.78,28.57,0.0,0.0,11.11,0.0,33.33,0.25,5,L,0.3,1
1,한국도로공사,2019-10-19,0,테일러,25.42,30.77,0.0,0.0,18.75,0.0,25.0,0.0,8,L,0.25,1
2,한국도로공사,2019-10-19,0,문정원,44.0,25.0,66.67,0.0,0.0,0.0,58.33,0.25,4,R,0.2,1
3,한국도로공사,2019-10-19,0,정대영,35.29,25.0,0.0,0.0,0.0,66.67,0.0,0.25,3,C,0.13333333333333333,1
4,한국도로공사,2019-10-19,0,정선아,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2,C,0.08333333333333333,0
5,한국도로공사,2019-10-19,0,이효희,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.016666666666666666,1
6,한국도로공사,2019-10-19,0,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,L,0.016666666666666666,0
9,한국도로공사,2019-10-19,0,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
10,한국도로공사,2019-10-19,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2019-10-20,1,어나이,45.45,36.84,100.0,0.0,33.33,0.0,66.67,0.0,8,L,0.3150684931506849,1
1,IBK기업은행,2019-10-20,1,김희진,47.06,50.0,0.0,0.0,46.15,0.0,50.0,0.8,8,R,0.3150684931506849,1
2,IBK기업은행,2019-10-20,1,표승주,39.29,27.27,100.0,0.0,0.0,0.0,43.75,0.0,1,L,0.1780821917808219,1
3,IBK기업은행,2019-10-20,1,김수지,36.36,0.0,0.0,0.0,0.0,66.67,0.0,0.4,1,C,0.0958904109589041,1
4,IBK기업은행,2019-10-20,1,김주향,16.67,0.0,0.0,0.0,0.0,50.0,0.0,0.25,2,L,0.0684931506849315,1
5,IBK기업은행,2019-10-20,1,변지수,66.67,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,C,0.0273972602739726,0
6,IBK기업은행,2019-10-20,1,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,1
8,IBK기업은행,2019-10-20,1,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,IBK기업은행,2019-10-20,1,백목화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,IBK기업은행,2019-10-20,1,한지현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-10-20,0,디우프,52.31,50.0,0.0,0.0,60.0,0.0,50.0,0.0,8,R,0.5,1
1,KGC인삼공사,2019-10-20,0,최은지,40.0,16.67,33.33,0.0,50.0,0.0,61.54,0.2,6,L,0.20588235294117646,1
2,KGC인삼공사,2019-10-20,0,박은진,42.86,0.0,0.0,0.0,0.0,75.0,0.0,0.4,4,C,0.14705882352941177,1
3,KGC인삼공사,2019-10-20,0,한송이,57.14,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.07352941176470588,1
4,KGC인삼공사,2019-10-20,0,채선아,23.53,0.0,0.0,0.0,0.0,0.0,44.44,0.0,2,L,0.058823529411764705,1
5,KGC인삼공사,2019-10-20,0,정호영,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.014705882352941176,0
6,KGC인삼공사,2019-10-20,0,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,S,0.0,1
9,KGC인삼공사,2019-10-20,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,KGC인삼공사,2019-10-20,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,GS칼텍스,2019-10-22,1,강소휘,35.9,28.57,50.0,0.0,66.67,0.0,36.36,0.0,8,L,0.2830188679245283,1
1,GS칼텍스,2019-10-22,1,러츠,28.95,25.0,100.0,0.0,40.0,0.0,0.0,0.67,4,R,0.2830188679245283,1
2,GS칼텍스,2019-10-22,1,이소영,36.36,29.41,0.0,0.0,50.0,0.0,42.86,0.0,5,L,0.22641509433962265,1
3,GS칼텍스,2019-10-22,1,한수지,16.67,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1,C,0.07547169811320754,1
4,GS칼텍스,2019-10-22,1,김유리,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.67,1,C,0.05660377358490566,1
6,GS칼텍스,2019-10-22,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0,S,0.03773584905660377,0
7,GS칼텍스,2019-10-22,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2,S,0.03773584905660377,1
9,GS칼텍스,2019-10-22,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-10-22,0,루시아,36.36,38.24,0.0,0.0,37.5,0.0,0.0,0.0,6,R,0.391304347826087,1
1,흥국생명,2019-10-22,0,이재영,26.67,40.0,50.0,0.0,0.0,0.0,16.67,0.0,7,L,0.30434782608695654,1
2,흥국생명,2019-10-22,0,이주아,54.55,66.67,100.0,0.0,0.0,60.0,0.0,0.0,1,C,0.13043478260869565,1
3,흥국생명,2019-10-22,0,김미연,18.18,15.0,0.0,0.0,0.0,0.0,100.0,0.0,4,R,0.08695652173913043,1
4,흥국생명,2019-10-22,0,김세영,12.5,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0,C,0.08695652173913043,1
6,흥국생명,2019-10-22,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
8,흥국생명,2019-10-22,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,흥국생명,2019-10-22,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,KGC인삼공사,2019-10-23,0,디우프,45.16,31.25,0.0,0.0,58.33,0.0,80.0,0.0,7,R,0.5357142857142857,1
1,KGC인삼공사,2019-10-23,0,최은지,22.58,15.79,50.0,0.0,0.0,0.0,30.0,0.25,8,L,0.21428571428571427,1
2,KGC인삼공사,2019-10-23,0,박은진,33.33,25.0,0.0,33.33,0.0,36.36,0.0,0.25,4,C,0.14285714285714285,1
3,KGC인삼공사,2019-10-23,0,한송이,23.53,14.29,0.0,40.0,0.0,20.0,0.0,0.0,1,C,0.07142857142857142,1
5,KGC인삼공사,2019-10-23,0,채선아,10.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,3,L,0.017857142857142856,1
6,KGC인삼공사,2019-10-23,0,염혜선,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.017857142857142856,1
9,KGC인삼공사,2019-10-23,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,KGC인삼공사,2019-10-23,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2019-10-23,1,고예림,53.85,58.33,0.0,0.0,33.33,0.0,54.55,0.5,3,L,0.2571428571428571,1
1,현대건설,2019-10-23,1,마야,44.44,40.0,0.0,0.0,52.63,0.0,0.0,0.0,5,R,0.24285714285714285,1
2,현대건설,2019-10-23,1,양효진,30.0,35.29,0.0,0.0,0.0,0.0,0.0,0.25,4,C,0.15714285714285714,1
3,현대건설,2019-10-23,1,정지윤,37.5,36.84,0.0,0.0,0.0,40.0,0.0,0.0,1,C,0.14285714285714285,1
4,현대건설,2019-10-23,1,황민경,33.33,16.67,100.0,0.0,0.0,0.0,36.36,0.5,4,L,0.12857142857142856,1
5,현대건설,2019-10-23,1,이다영,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.04285714285714286,1
6,현대건설,2019-10-23,1,이다현,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.02857142857142857,0
8,현대건설,2019-10-23,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,현대건설,2019-10-23,1,이영주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,IBK기업은행,2019-10-24,0,어나이,25.0,7.69,0.0,0.0,50.0,0.0,27.27,0.67,7,L,0.25,1
1,IBK기업은행,2019-10-24,0,김희진,37.04,60.0,0.0,0.0,37.5,0.0,16.67,0.0,3,R,0.25,1
2,IBK기업은행,2019-10-24,0,표승주,42.86,36.36,0.0,0.0,0.0,0.0,50.0,0.0,2,L,0.20454545454545456,1
3,IBK기업은행,2019-10-24,0,김주향,50.0,33.33,100.0,0.0,0.0,75.0,0.0,0.33,2,L,0.20454545454545456,1
4,IBK기업은행,2019-10-24,0,김수지,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3,C,0.06818181818181818,1
5,IBK기업은행,2019-10-24,0,이나연,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4,S,0.022727272727272728,1
7,IBK기업은행,2019-10-24,0,백목화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
8,IBK기업은행,2019-10-24,0,한지현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-10-24,1,테일러,51.06,61.11,33.33,0.0,33.33,0.0,52.94,0.67,5,L,0.5384615384615384,1
1,한국도로공사,2019-10-24,1,박정아,46.15,50.0,100.0,0.0,50.0,0.0,27.27,0.0,6,L,0.23076923076923078,1
2,한국도로공사,2019-10-24,1,문정원,42.86,50.0,0.0,100.0,0.0,0.0,0.0,0.67,3,R,0.09615384615384616,1
3,한국도로공사,2019-10-24,1,정대영,22.22,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0,C,0.07692307692307693,1
4,한국도로공사,2019-10-24,1,정선아,37.5,0.0,0.0,0.0,0.0,42.86,0.0,0.0,2,C,0.057692307692307696,1
5,한국도로공사,2019-10-24,1,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,1
6,한국도로공사,2019-10-24,1,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
8,한국도로공사,2019-10-24,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,흥국생명,2019-10-26,1,이재영,42.5,30.77,100.0,0.0,25.0,0.0,71.43,0.0,2,L,0.36363636363636365,1
1,흥국생명,2019-10-26,1,루시아,45.45,30.77,0.0,0.0,83.33,0.0,33.33,1.0,2,R,0.23636363636363636,1
2,흥국생명,2019-10-26,1,김미연,43.75,27.27,0.0,0.0,100.0,0.0,75.0,0.33,2,R,0.14545454545454545,1
3,흥국생명,2019-10-26,1,김세영,66.67,33.33,0.0,0.0,0.0,100.0,0.0,0.0,0,C,0.12727272727272726,1
4,흥국생명,2019-10-26,1,이주아,50.0,0.0,0.0,100.0,0.0,40.0,0.0,0.0,0,C,0.09090909090909091,1
5,흥국생명,2019-10-26,1,김채연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.03636363636363636,0
6,흥국생명,2019-10-26,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,흥국생명,2019-10-26,1,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,흥국생명,2019-10-26,1,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
0,현대건설,2019-10-26,0,마야,32.26,33.33,0.0,0.0,27.27,0.0,66.67,0.0,4,R,0.275,1
1,현대건설,2019-10-26,0,양효진,60.0,75.0,0.0,0.0,0.0,42.86,0.0,0.0,1,C,0.225,1
2,현대건설,2019-10-26,0,고예림,25.93,16.67,0.0,0.0,0.0,0.0,44.44,0.0,5,L,0.2,1
3,현대건설,2019-10-26,0,정지윤,42.86,42.86,0.0,0.0,0.0,42.86,0.0,0.0,1,C,0.15,1
4,현대건설,2019-10-26,0,황민경,25.0,20.0,0.0,0.0,0.0,0.0,33.33,0.33,3,L,0.075,1
5,현대건설,2019-10-26,0,이다영,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,4,S,0.075,1
8,현대건설,2019-10-26,0,고유민,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
9,현대건설,2019-10-26,0,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2019-10-27,0,테일러,36.96,40.0,0.0,0.0,28.57,0.0,45.45,0.0,3,L,0.32727272727272727,1
1,한국도로공사,2019-10-27,0,박정아,34.0,31.03,0.0,0.0,66.67,0.0,35.29,0.0,6,L,0.3090909090909091,1
2,한국도로공사,2019-10-27,0,문정원,50.0,33.33,25.0,0.0,0.0,0.0,71.43,0.0,6,R,0.14545454545454545,1
3,한국도로공사,2019-10-27,0,정대영,38.46,40.0,0.0,50.0,0.0,25.0,0.0,0.25,1,C,0.14545454545454545,1
4,한국도로공사,2019-10-27,0,정선아,9.09,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0,C,0.05454545454545454,1
6,한국도로공사,2019-10-27,0,이원정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,S,0.01818181818181818,0
7,한국도로공사,2019-10-27,0,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,L,0.0,0
8,한국도로공사,2019-10-27,0,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
9,한국도로공사,2019-10-27,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,한국도로공사,2019-10-27,0,전새얀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,GS칼텍스,2019-10-27,1,러츠,46.81,55.56,33.33,0.0,20.0,100.0,50.0,0.0,4,R,0.3472222222222222,1
1,GS칼텍스,2019-10-27,1,강소휘,57.14,46.15,100.0,0.0,0.0,0.0,66.67,0.25,6,L,0.2638888888888889,1
2,GS칼텍스,2019-10-27,1,이소영,35.14,27.27,0.0,0.0,0.0,0.0,50.0,0.0,3,L,0.19444444444444445,1
3,GS칼텍스,2019-10-27,1,김유리,38.46,25.0,0.0,0.0,0.0,44.44,0.0,0.25,2,C,0.1111111111111111,1
4,GS칼텍스,2019-10-27,1,한수지,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,C,0.06944444444444445,1
6,GS칼텍스,2019-10-27,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,S,0.013888888888888888,1
10,GS칼텍스,2019-10-27,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
12,GS칼텍스,2019-10-27,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2019-10-29,1,디우프,28.57,25.45,0.0,0.0,38.46,0.0,20.0,0.0,5,R,0.391304347826087,1
1,KGC인삼공사,2019-10-29,1,최은지,41.67,26.09,0.0,0.0,50.0,0.0,72.73,0.0,4,L,0.21739130434782608,1
2,KGC인삼공사,2019-10-29,1,박은진,56.25,50.0,0.0,80.0,0.0,44.44,0.0,0.2,1,C,0.15942028985507245,1
3,KGC인삼공사,2019-10-29,1,채선아,28.13,20.0,0.0,0.0,0.0,0.0,57.14,0.0,5,L,0.13043478260869565,1
4,KGC인삼공사,2019-10-29,1,한송이,22.22,14.29,0.0,0.0,0.0,100.0,0.0,0.2,0,C,0.10144927536231885,1
5,KGC인삼공사,2019-10-29,1,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.0,1
8,KGC인삼공사,2019-10-29,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
9,KGC인삼공사,2019-10-29,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2019-10-29,0,이재영,29.23,20.51,25.0,0.0,53.85,0.0,33.33,0.4,9,L,0.275,1
1,흥국생명,2019-10-29,0,루시아,37.29,32.43,50.0,0.0,50.0,0.0,33.33,0.0,9,R,0.275,1
2,흥국생명,2019-10-29,0,김미연,35.0,31.58,50.0,0.0,0.0,0.0,33.33,0.2,9,R,0.1875,1
3,흥국생명,2019-10-29,0,김세영,60.0,33.33,100.0,0.0,0.0,60.0,0.0,0.0,1,C,0.1625,1
4,흥국생명,2019-10-29,0,이주아,36.36,33.33,0.0,50.0,0.0,0.0,0.0,0.0,4,C,0.05,1
5,흥국생명,2019-10-29,0,김채연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,C,0.025,0
6,흥국생명,2019-10-29,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,S,0.025,1
10,흥국생명,2019-10-29,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,흥국생명,2019-10-29,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
12,흥국생명,2019-10-29,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,GS칼텍스,2019-10-30,1,강소휘,65.0,72.73,100.0,0.0,50.0,0.0,50.0,1.67,4,L,0.3225806451612903,1
1,GS칼텍스,2019-10-30,1,러츠,53.13,52.17,0.0,0.0,57.14,0.0,50.0,0.67,5,R,0.3064516129032258,1
2,GS칼텍스,2019-10-30,1,이소영,45.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,2,L,0.16129032258064516,1
3,GS칼텍스,2019-10-30,1,김유리,66.67,0.0,0.0,0.0,0.0,66.67,0.0,0.0,1,C,0.08064516129032258,1
4,GS칼텍스,2019-10-30,1,한수지,50.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,2,C,0.08064516129032258,1
5,GS칼텍스,2019-10-30,1,이고은,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.04838709677419355,1
11,GS칼텍스,2019-10-30,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2019-10-30,0,어나이,38.24,29.41,100.0,0.0,37.5,0.0,50.0,0.33,4,L,0.4857142857142857,1
1,IBK기업은행,2019-10-30,0,표승주,16.67,14.29,0.0,0.0,0.0,0.0,22.22,0.67,0,L,0.17142857142857143,1
